ITAG,logFC,logCPM,PValue,SGN_annotation,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align
Solyc07g053600.2.1,-2.367001449,5.276744026,0.000450543,"Receptor like kinase, RLK",AT1G28440,HSL1,"HSL1 (HAESA-LIKE 1); ATP binding / kinase/ protein serine/threonine kinase; similar to HAESA (RECEPTOR-LIKE PROTEIN KINASE 5), ATP binding / kinase/ protein serine/threonine kinase [Arabidopsis thaliana] (TAIR:AT4G28490.1); similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT1G09970.1); similar to HSL2 (HAESA-LIKE 2), ATP binding / kinase/ protein serine/threonine kinase [Arabidopsis thaliana] (TAIR:AT5G65710.1); similar to leucine-rich repeat receptor-like protein kinase [Pyrus pyrifolia] (GB:AAT28309.1); similar to leucine-rich repeat receptor-like protein kinase [Pyrus pyrifolia] (GB:AAT28308.1); similar to leucine-rich repeat receptor-like protein kinase [Pyrus pyrifolia] (GB:AAT28307.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)",58.47,980,0,1050,97.9757085
Solyc07g053630.2.1,-1.994823962,2.993870667,0.024755723,"Response regulator (AHRD V1 *--- A1A6A6_ORYSJ); contains Interpro domain(s)  IPR006447  Myb-like DNA-binding region, SHAQKYF class ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g053820.2.1,-2.114054223,6.400654286,0.001639163,"Checkpoint serine/threonine-protein kinase BUB1 (AHRD V1 *--- B3LI47_YEAS1); contains Interpro domain(s)  IPR015661  Mitotic checkpoint serine/threonine protein kinase, Bub1 ",AT2G20635,NA,"similar to spindle checkpoint protein-related [Arabidopsis thaliana] (TAIR:AT2G33560.1); similar to Os02g0193600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046171.1); similar to Cellular retinaldehyde-binding/triple function, C-terminal [Medicago truncatula] (GB:ABE79666.1); contains InterPro domain Mad3/BUB1 homology region 1; (InterPro:IPR013212)",59.23,520,0,639,96.98113208
Solyc07g053920.2.1,-2.427526317,4.566461569,0.001001085,"Mannan endo-1 4-beta-mannosidase (AHRD V1 ***- A8FDC6_BACP2); contains Interpro domain(s)  IPR001547  Glycoside hydrolase, family 5 ",AT2G20680,NA,"glycosyl hydrolase family 5 protein / cellulase family protein; similar to glycosyl hydrolase family 5 protein / cellulase family protein [Arabidopsis thaliana] (TAIR:AT4G28320.1); similar to putative (1-4)-beta-mannan endohydrolase [Oryza sativa (japonica cultivar-group)] (GB:BAB56016.1); similar to Os01g0746700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044230.1); contains InterPro domain Glycoside hydrolase, family 5; (InterPro:IPR001547)",70.63,429,0,663,96.83257919
Solyc07g054170.2.1,-1.462836563,3.88008248,0.04826797,"Expansin B1 (AHRD V1 ***- C8CC40_RAPSA); contains Interpro domain(s)  IPR007117  Pollen allergen/expansin, C-terminal ",AT4G28250,ATEXPB3,"putative beta-expansin/allergen protein. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana.",69.41,255,1.00E-105,379,94.7761194
Solyc07g054760.1.1,-2.370786207,3.520693675,0.007013848,Wound induced protein (AHRD V1 ***- B6T0U0_MAIZE),AT4G10265,NA,"wound-responsive protein, putative; similar to wound-responsive family protein [Arabidopsis thaliana] (TAIR:AT4G10270.1); similar to wound induced protein [Solanum lycopersicum] (GB:CAA42537.1)",64.63,82,8.00E-27,115,96.42857143
Solyc07g055120.2.1,1.6517048,3.895707914,0.021474232,"MAX2-like protein (Fragment) (AHRD V1 *-*- B6VC85_PONTR); contains Interpro domain(s)  IPR006553  Leucine-rich repeat, cysteine-containing subtype ",AT2G42620,MAX2,"The mutations at  MAX2 cause increased hypocotyl and petiole elongation in  light-grown seedlings. Positional cloning identifies MAX2  as a member of the F-box leucine-rich repeat family of  proteins. MAX2 is identical to ORE9, a proposed regulator  of leaf senescence.",57.55,709,0,728,98.52289513
Solyc07g055210.2.1,-4.000456658,6.148200224,8.57E-08,Aspartate aminotransferase (AHRD V1 ***- B9SW33_RICCO); contains Interpro domain(s)  IPR000796  Aspartate/other aminotransferase ,AT2G30970,ASP1,ASPARTATE AMINOTRANSFERASE 1,84.71,399,0,731,93.42723005
Solyc07g055540.2.1,-1.521231184,5.362097512,0.026568049,Cytochrome P450,AT3G14690,CYP72A15,putative cytochrome P450,54.25,518,1.00E-172,603,99.61389961
Solyc07g055940.1.1,1.776256023,3.053122661,0.032729548,Homology to unknown gene (Fragment) (AHRD V1 ***- Q019U2_OSTTA),AT3G58800,NA,similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:BAD86968.1); contains domain alpha/beta-Hydrolases (SSF53474),54.63,324,1.00E-103,373,94.44444444
Solyc07g056060.2.1,1.311291756,5.129345505,0.044167012,Genomic DNA chromosome 5 TAC clone K23F3 (AHRD V1 **-- Q9LK83_ARATH),AT5G48310,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G24610.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G65440.1); similar to Os02g0760200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048187.1); similar to Os02g0198400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046207.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD19403.1); contains InterPro domain C2 calcium/lipid-binding region, CaLB; (InterPro:IPR008973)",54.91,1069,0,1181,89.24369748
Solyc07g056270.2.1,-1.355499604,7.423133739,0.033990678,Receptor-like protein kinase (AHRD V1 ***- Q9LYS5_ARATH); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ,AT3G59110,NA,"protein kinase family protein; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT2G42960.1); similar to protein kinase family protein [Musa acuminata] (GB:ABF69953.1); similar to putative kinase [Oryza sativa (japonica cultivar-group)] (GB:AAL58279.1); similar to Os10g0497600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064960.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)",72.12,513,0,690,98.23182711
Solyc07g056320.2.1,1.62329185,4.651356745,0.014016843,ER glycerol-phosphate acyltransferase (AHRD V1 **** B9T753_RICCO); contains Interpro domain(s)  IPR002123  Phospholipid/glycerol acyltransferase ,AT1G06520,ATGPAT1,Encodes a membrane associated mitochondrial localized protein with  glycerol-3-phosphate acyltransferase activity.Expressed in flower buds and siliques. Homozygous mutant plants are male sterile and have abnormal glycerolipid levels.,55.48,584,1.00E-166,583,96.34369287
Solyc07g056480.2.1,-1.709263586,5.300001371,0.014721808,"Glutathione S-transferase-like protein (AHRD V1 **** Q8GVD1_SOLLC); contains Interpro domain(s)  IPR004046  Glutathione S-transferase, C-terminal ",AT1G78380,ATGSTU19,"Encodes a glutathione transferase that is a member of Tau GST gene family. Expression is induced by drought stress, oxidative stress, and high doses of auxin and cytokinin. naming convention according to Wagner et al. (2002) The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.",75.12,217,1.00E-94,342,97.73755656
Solyc07g056490.2.1,-1.960026961,6.013093891,0.003862509,"Glutathione transferase (AHRD V1 **** O49821_CARPA); contains Interpro domain(s)  IPR004046  Glutathione S-transferase, C-terminal ",AT1G78380,ATGSTU19,"Encodes a glutathione transferase that is a member of Tau GST gene family. Expression is induced by drought stress, oxidative stress, and high doses of auxin and cytokinin. naming convention according to Wagner et al. (2002) The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.",66.05,215,4.00E-86,313,97.27272727
Solyc07g056540.2.1,-3.381192224,3.998304914,2.32E-05,"L-lactate dehydrogenase (AHRD V1 ***- C0S8Q7_PARBP); contains Interpro domain(s)  IPR012133  Alpha-hydroxy acid dehydrogenase, FMN-dependent ",AT3G14420,NA,"(S)-2-hydroxy-acid oxidase, peroxisomal, putative / glycolate oxidase, putative / short chain alpha-hydroxy acid oxidase, putative; Identical to Probable peroxisomal (S)-2-hydroxy-acid oxidase 2 (EC 1.1.3.15) (Glycolate oxidase 2) (GOX 2) (Short chain alpha-hydroxy acid oxidase 2) [Arabidopsis Thaliana] (GB:Q9LRR9;GB:Q8VZA4;GB:Q944K6); similar to (S)-2-hydroxy-acid oxidase, peroxisomal, putative / glycolate oxidase, putative / short chain alpha-hydroxy acid oxidase, putative [Arabidopsis thaliana] (TAIR:AT3G14415.1); similar to (S)-2-hydroxy-acid oxidase (EC 1.1.3.15) - cucurbit (GB:T10242); similar to glycolate oxidase [Mesembryanthemum crystallinum] (GB:AAB40396.1); similar to glycolate oxidase [Brassica napus] (GB:AAV28535.1); contains InterPro domain FMN/related compound-binding core; (InterPro:IPR003009); contains InterPro domain FMN-dependent alpha-hydroxy acid dehydrogenase; (InterPro:IPR000262); contains InterPro domain FMN-dependent alpha-hydroxy acid dehydrogenase, active site; (InterPro:IPR008259)",91.33,369,0,677,98.92473118
Solyc07g061730.2.1,-2.333610043,3.399558972,0.012456532,Gibberellin 2-oxidase (AHRD V1 **** A4GVL9_SOLLC); contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase ,AT1G30040,ATGA2OX2,Encodes a gibberellin 2-oxidase. AtGA2OX2 expression is responsive to cytokinin and KNOX activities.,56.16,333,5.00E-107,384,98.21428571
Solyc07g061960.2.1,-2.783264895,5.176400739,8.58E-05,Hydroxyacylglutathione hydrolase (AHRD V1 **** D9J0E0_9CARY); contains Interpro domain(s)  IPR001279  Beta-lactamase-like ,AT1G53580,ETHE1,"ETHE1/GLX2-3 (GLYOXALASE 2-3); hydroxyacylglutathione hydrolase; Identical to Putative hydroxyacylglutathione hydrolase 3, mitochondrial precursor (EC 3.1.2.6) (Glyoxalase II) (Glx II) (GLY3) [Arabidopsis Thaliana] (GB:Q9C8L4;GB:Q93VR2;GB:Q96332;GB:Q9LPH3); similar to GLX2-2 (GLYOXALASE 2-2), hydroxyacylglutathione hydrolase [Arabidopsis thaliana] (TAIR:AT3G10850.1); similar to hypothetical protein LOC405865 [Danio rerio] (GB:NP_998094.1); similar to Os01g0667200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043807.1); contains InterPro domain Beta-lactamase-like; (InterPro:IPR001279)",81.48,243,2.00E-120,428,84.9122807
Solyc07g062060.2.1,-2.185657552,4.197715954,0.003744579,Peptide methionine sulfoxide reductase msrB (AHRD V1 ***- B6T2N3_MAIZE); contains Interpro domain(s)  IPR002579  Methionine sulphoxide reductase B ,AT1G53670,ATMSRB1,transcription factor-related; similar to methionine sulfoxide reductase domain-containing protein / SeIR domain-containing protein [Arabidopsis thaliana] (TAIR:AT4G04830.1); similar to putative methionine sulfoxide reductase B [Oryza sativa (japonica cultivar-group)] (GB:BAD35399.1); similar to Os06g0472000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057620.1); contains InterPro domain Methionine sulfoxide reductase B; (InterPro:IPR002579); contains InterPro domain Mss4-like; (InterPro:IPR011057),81.54,130,8.00E-65,242,86.57718121
Solyc07g062080.2.1,-1.915869079,6.509414613,0.003390519,Mitogen-activated protein kinase 18 (AHRD V1 **** D7KKI7_ARALY); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ,AT3G14720,ATMPK19,member of MAP Kinase,71.45,613,0,818,99.6672213
Solyc07g062140.2.1,-1.879175193,5.610913108,0.006198641,"Alpha alpha-trehalose-phosphate synthase (AHRD V1 **** D0NRZ0_PHYIN); contains Interpro domain(s)  IPR012766  Alpha,alpha-trehalose-phosphate synthase ",AT1G78580,ATTPS1,Encodes an enzyme putatively involved in trehalose biosynthesis. The protein has a trehalose synthase (TPS)-like domain but no trehalose phosphatase (TPP)-like domain.  ATTPS1 is able to complement yeast tps1 mutants in vivo. The gene product modulates cell growth but not cell differentiation by determining cell wall deposition and cell division.,79.37,945,0,1462,99.35275081
Solyc07g062160.2.1,-1.289669834,5.952596335,0.045226978,"Zinc finger protein CONSTANS-LIKE 1 (AHRD V1 *--- COL1_ARATH); contains Interpro domain(s)  IPR000315  Zinc finger, B-box ",AT1G78600,DBB3,"zinc finger (B-box type) family protein; Identical to Putative salt tolerance-like protein At1g78600 [Arabidopsis Thaliana] (GB:Q9SYM2;GB:Q8RWG4); similar to STO (SALT TOLERANCE), transcription factor/ zinc ion binding [Arabidopsis thaliana] (TAIR:AT1G06040.1); similar to CONSTANS interacting protein 1 [Lycopersicon esculentum] (GB:AAS67368.1); similar to Os01g0202500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042327.1); similar to Os06g0152200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056834.1); contains InterPro domain Zinc finger, CONSTANS-type; (InterPro:IPR002926); contains InterPro domain Zinc finger, B-box; (InterPro:IPR000315)",55.44,285,5.00E-74,274,91.30434783
Solyc07g062310.2.1,1.323704968,7.311193575,0.04054797,"Os03g0825600 protein (Fragment) (AHRD V1 ***- Q0DM67_ORYSJ); contains Interpro domain(s)  IPR006943  Protein of unknown function DUF641, plant ",AT1G53380,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G14870.3); similar to Plant protein of unknown function (DUF641), putative [Medicago truncatula] (GB:ABE77500.1); contains InterPro domain Protein of unknown function DUF641, plant; (InterPro:IPR006943)",50.85,470,7.00E-119,424,93.94618834
Solyc07g062410.2.1,1.316590289,6.571301745,0.039714265,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g062810.2.1,-2.243905423,2.937190665,0.028885351,"Branched-chain amino acid aminotransferase-like (AHRD V1 **** Q5NAM3_ORYSJ); contains Interpro domain(s)  IPR001544  Aminotransferase, class IV ",AT5G57850,NA,"aminotransferase class IV family protein; Identical to Branched-chain-amino-acid aminotransferase-like protein 3, chloroplast precursor [Arabidopsis Thaliana] (GB:Q8L493;GB:Q9FJM9); similar to aminotransferase class IV family protein [Arabidopsis thaliana] (TAIR:AT3G05190.1); similar to 4-amino-4-deoxychorismate lyase [Lycopersicon esculentum] (GB:AAT74744.1); contains InterPro domain Aminotransferase, class IV; (InterPro:IPR001544)",57.58,330,2.00E-105,379,93.71428571
Solyc07g062850.2.1,-2.738020695,3.481455782,0.001259259,Genomic DNA chromosome 3 BAC clone F4B12 (AHRD V1 ***- Q9LIL7_ARATH); contains Interpro domain(s)  IPR016024  Armadillo-type fold ,AT3G15180,NA,proteasome-related; similar to hypothetical protein [Trifolium pratense] (GB:BAE71213.1); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989); contains InterPro domain HEAT; (InterPro:IPR000357),51.24,322,3.00E-87,318,88.12154696
Solyc07g062890.2.1,-1.865372861,6.878598652,0.004754346,Yippee zinc-binding-like protein (AHRD V1 *-** C1FDK9_9CHLO); contains Interpro domain(s)  IPR004910  Yippee-like protein ,AT5G53940,NA,yippee family protein; Identical to Protein yippee-like At5g53940 [Arabidopsis Thaliana] (GB:Q9FN32); similar to yippee family protein [Arabidopsis thaliana] (TAIR:AT2G40110.1); similar to Protein yippee-like (GB:P59234); contains InterPro domain Yippee-like protein; (InterPro:IPR004910),62,100,2.00E-29,124,79.03225806
Solyc07g063070.1.1,-1.970141065,4.102395247,0.008854197,DNA-binding WRKY VQ (AHRD V1 ***- Q2HTS9_MEDTR); contains Interpro domain(s)  IPR008889  VQ ,AT1G28280,NA,VQ motif-containing protein; similar to VQ motif-containing protein [Arabidopsis thaliana] (TAIR:AT2G33780.1); similar to DNA-binding WRKY; VQ [Medicago truncatula] (GB:ABD32365.1); contains InterPro domain VQ; (InterPro:IPR008889),57.36,197,4.00E-42,167,77.35042735
Solyc07g063170.1.1,1.591614132,3.359836351,0.037533312,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g063390.2.1,-2.248793262,2.9787441,0.007437237,"Beta-glucosidase (AHRD V1 **** B6SYQ7_MAIZE); contains Interpro domain(s)  IPR001360  Glycoside hydrolase, family 1 ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g063600.2.1,-2.921789795,5.434002865,5.04E-05,"Chlorophyll a-b binding protein 13, chloroplastic (AHRD V1 ***- CB23_SOLLC); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein ",AT5G54270,LHCB3,Lhcb3 protein is a component of the main light harvesting chlorophyll a/b-protein complex of Photosystem II (LHC II).,87.92,265,2.00E-135,478,99.23954373
Solyc07g063850.2.1,-1.751200566,8.00122457,0.006888722,Indole-3-acetic acid-amido synthetase GH3.8 (AHRD V1 **** B6U4E2_MAIZE); contains Interpro domain(s)  IPR004993  GH3 auxin-responsive promoter ,AT5G54510,DFL1,"Encodes an IAA-amido synthase that conjugates Ala, Asp, Phe, and Trp to auxin. Lines overexpressing this gene accumulate IAA-ASP and are hypersensitive to several auxins.  Identified as a dominant mutation that displays shorter hypocotyls in light grown plants when compared to wild type siblings. Protein is similar to auxin inducible gene from pea (GH3).",81.86,612,0,1051,99.34210526
Solyc07g063960.2.1,-1.462618286,6.428331358,0.02491527,50S ribosomal protein L24 (AHRD V1 ***- B4FTJ3_MAIZE); contains Interpro domain(s)  IPR003256  Ribosomal protein L24 ,AT5G54600,NA,"50S ribosomal protein L24, chloroplast  (CL24); Identical to 50S ribosomal protein L24, chloroplast precursor (CL24) (RPL24) [Arabidopsis Thaliana] (GB:P92959;GB:Q9FIU4); similar to KOW domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G23535.1); similar to 50S ribosomal protein L24, chloroplast precursor (CL24) (GB:P11893); contains InterPro domain Ribosomal protein L24/L26; (InterPro:IPR005825); contains InterPro domain KOW (Kyrpides, Ouzounis, Woese) motif; (InterPro:IPR006646); contains InterPro domain Ribosomal protein L24; (InterPro:IPR003256); contains InterPro domain Translation protein SH3-like; (InterPro:IPR008991); contains InterPro domain KOW; (InterPro:IPR005824)",71.26,174,2.00E-60,228,88.42105263
Solyc07g064670.2.1,-1.788593992,4.030049994,0.013115169,"Beta-1 3-galactosyltransferase 6 (AHRD V1 **** B6UBH3_MAIZE); contains Interpro domain(s)  IPR002659  Glycosyl transferase, family 31 ",AT1G05170,NA,"galactosyltransferase family protein; similar to galactosyltransferase family protein [Arabidopsis thaliana] (TAIR:AT2G32430.1); similar to Os03g0577500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050543.1); similar to putative Avr9 elicitor response protein [Oryza sativa (japonica cultivar-group)] (GB:BAD25162.1); contains InterPro domain Glycosyl transferase, family 31; (InterPro:IPR002659)",73.02,404,0,657,98.53300733
Solyc07g064690.1.1,-2.149960159,4.317652787,0.003447758,Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR011719  Conserved hypothetical protein CHP02058 ,AT1G29040,NA,similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD61226.1); similar to Os01g0613300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043561.1),84.92,126,3.00E-60,226,96.15384615
Solyc07g064900.2.1,-2.450322092,2.937560411,0.008487299,Extracellular ligand-gated ion channel (AHRD V1 ***- D7LAY2_ARALY),AT3G20300,NA,extracellular ligand-gated ion channel; similar to extracellular ligand-gated ion channel [Arabidopsis thaliana] (TAIR:AT1G50630.1); similar to AT3g20300/MQC12_5 [Medicago truncatula] (GB:ABD32643.1); contains InterPro domain Neurotransmitter-gated ion-channel ligand-binding; (InterPro:IPR006202),67.43,439,1.00E-149,526,98.64253394
Solyc07g065340.1.1,-2.123963656,2.901287029,0.024755723,Serine acetyltransferase (AHRD V1 **** Q39533_CITLA); contains Interpro domain(s)  IPR005881  Serine O-acetyltransferase ,AT3G13110,ATSERAT2;2,Encodes a mitochondrial serine O-acetyltransferase involved in sulfur assimilation and cysteine biosynthesis. Expressed in the vascular system.,68.33,341,8.00E-131,463,99.39759036
